iter	RMSE
0	21.27564085
1	20.37054647
2	19.42990258
3	18.52348164
4	17.69841701
5	16.88462104
6	16.16377343
7	15.48345672
8	14.80508335
9	14.20893292
10	13.56837156
11	13.03137873
12	12.55454101
13	12.08204146
14	11.59229456
15	11.14277101
16	10.72947739
17	10.35798843
18	9.994163807
19	9.670862599
20	9.35178337
21	9.088367761
22	8.840323467
23	8.559512191
24	8.311899493
25	8.114915615
26	7.873117981
27	7.661076249
28	7.489178984
29	7.275470441
30	7.111401681
31	6.941176075
32	6.777221564
33	6.649610549
34	6.512072767
35	6.352677613
36	6.230880636
37	6.096795283
38	6.003343607
39	5.905440895
40	5.806670804
41	5.727157339
42	5.630244256
43	5.526506441
44	5.43469507
45	5.343244854
46	5.274158078
47	5.195443053
48	5.128402196
49	5.061522347
50	5.013166118
51	4.954458657
52	4.907056188
53	4.850617083
54	4.807718758
55	4.752552326
56	4.709988987
57	4.674966168
58	4.629831861
59	4.587023005
60	4.548472111
61	4.515852472
62	4.473267939
63	4.447054064
64	4.418199903
65	4.393671041
66	4.361841512
67	4.336466249
68	4.313565562
69	4.284708325
70	4.264023865
71	4.231069474
72	4.190906615
73	4.170226763
74	4.142255305
75	4.122506591
76	4.105110681
77	4.087676754
78	4.072569476
79	4.055046599
80	4.038615782
81	4.027408326
82	4.006255835
83	3.982178146
84	3.962649121
85	3.933991863
86	3.916131228
87	3.890000675
88	3.876996431
89	3.8545208
90	3.831031906
91	3.813819354
92	3.785226311
93	3.770058349
94	3.752490415
95	3.74049681
96	3.730272991
97	3.721904562
98	3.714106227
99	3.701531742
100	3.694355988
101	3.685007543
102	3.676337398
103	3.648821682
104	3.637728424
105	3.625376467
106	3.615258719
107	3.607786998
108	3.59699741
109	3.591532658
110	3.582635966
111	3.575369489
112	3.554262016
113	3.544463847
114	3.529494882
115	3.510761166
116	3.495121842
117	3.486713308
118	3.476198831
119	3.46882237
120	3.461036593
121	3.451941149
122	3.445462198
123	3.436265596
124	3.426921732
125	3.417780566
126	3.409092972
127	3.399993608
128	3.395446743
129	3.38271276
130	3.372296733
131	3.363715538
132	3.356317421
133	3.343387296
134	3.327136831
135	3.308816455
136	3.302117945
137	3.293026891
138	3.286956904
139	3.276298049
140	3.269737512
141	3.263297835
142	3.254025154
143	3.240976456
144	3.228264825
145	3.215787175
146	3.20779633
147	3.200191133
148	3.187021093
149	3.173565635
150	3.165202409
151	3.155382629
152	3.147790822
153	3.144334713
154	3.135146269
155	3.121315003
156	3.114130032
157	3.103766325
158	3.092891911
159	3.085774349
160	3.08053714
161	3.073801054
162	3.058442939
163	3.047896169
164	3.03543405
165	3.029260584
166	3.024746184
167	3.01999794
168	3.016975491
169	3.009097213
170	3.003447984
171	2.991850834
172	2.982015887
173	2.978306928
174	2.974249691
175	2.966575395
176	2.958477969
177	2.953398492
178	2.946247786
179	2.93555913
180	2.929388015
181	2.92029785
182	2.916177352
183	2.909386504
184	2.902982307
185	2.898245024
186	2.891220222
187	2.886913064
188	2.882722955
189	2.873455913
190	2.869264995
191	2.861925199
192	2.858042984
193	2.84871803
194	2.847812384
195	2.836551343
196	2.830212346
197	2.822196795
198	2.814627196
199	2.810666763
200	2.802708484
201	2.790915339
202	2.784311615
203	2.776920119
204	2.767667527
205	2.762466152
206	2.757643566
207	2.748566772
208	2.741431903
209	2.735369822
210	2.731751671
211	2.725687199
212	2.71862027
213	2.714293659
214	2.711706157
215	2.706859188
216	2.702720854
217	2.697716375
218	2.690527185
219	2.68437518
220	2.680305033
221	2.674433214
222	2.667491544
223	2.663466118
224	2.659127227
225	2.654968352
226	2.649945309
227	2.648500686
228	2.645266236
229	2.639975841
230	2.627073482
231	2.621472216
232	2.61399477
233	2.604760106
234	2.598419684
235	2.593574954
236	2.589431343
237	2.583385855
238	2.576891116
239	2.565946543
240	2.56179123
241	2.553529106
242	2.549199082
243	2.548275799
244	2.54605877
245	2.539897913
246	2.531672961
247	2.526551268
248	2.519273029
249	2.513479326
250	2.509639819
251	2.502729345
252	2.499080057
253	2.489972362
254	2.487773171
255	2.483091837
256	2.478466893
257	2.473069154
258	2.470141265
259	2.464191537
260	2.459252112
261	2.450650809
262	2.441421248
263	2.440066491
264	2.43488794
265	2.432854444
266	2.429177336
267	2.424430257
268	2.421575477
269	2.418100443
270	2.410241029
271	2.405893591
272	2.402084509
273	2.398774725
274	2.394046083
275	2.391324913
276	2.385970532
277	2.381731037
278	2.378677723
279	2.374011832
280	2.370638811
281	2.366857052
282	2.362239645
283	2.360313242
284	2.356824174
285	2.35205051
286	2.346316112
287	2.343372259
288	2.340035373
289	2.337940929
290	2.334807225
291	2.32794595
292	2.324446302
293	2.322553001
294	2.319725469
295	2.317348537
296	2.313979867
297	2.310088083
298	2.3077697
299	2.302153173
300	2.29917806
301	2.292443161
302	2.286656795
303	2.281291239
304	2.277214529
305	2.273996947
306	2.271296613
307	2.267013185
308	2.265417049
309	2.262469232
310	2.257782721
311	2.253382316
312	2.250786549
313	2.24758575
314	2.242890878
315	2.235653963
316	2.232171652
317	2.229882705
318	2.226783844
319	2.22232015
320	2.215528966
321	2.212856756
322	2.209843636
323	2.207133014
324	2.203286224
325	2.197465337
326	2.191738418
327	2.186924152
328	2.183938439
329	2.180354251
330	2.175265834
331	2.170881936
332	2.166398969
333	2.162492608
334	2.155539727
335	2.153385332
336	2.150044771
337	2.144484343
338	2.139157405
339	2.134557087
340	2.130731437
341	2.126376132
342	2.124763959
343	2.122039564
344	2.11942052
345	2.11514523
346	2.112733004
347	2.110409713
348	2.108208472
349	2.105320946
350	2.102138134
351	2.101570961
352	2.098408355
353	2.096760341
354	2.093207068
355	2.091656004
356	2.086376049
357	2.083275813
358	2.080062613
359	2.077839138
360	2.077172851
361	2.075064808
362	2.071022698
363	2.068114939
364	2.065458426
365	2.060483162
366	2.058751199
367	2.054591727
368	2.05166314
369	2.048199514
370	2.045100518
371	2.04186518
372	2.038649808
373	2.035738654
374	2.030842501
375	2.030144768
376	2.029616399
377	2.026579184
378	2.022724311
379	2.019558925
380	2.019048454
381	2.014291032
382	2.013252261
383	2.012840155
384	2.011275803
385	2.009294766
386	2.004503058
387	2.000946823
388	1.998562294
389	1.995889493
390	1.993356559
391	1.991794694
392	1.988755734
393	1.987283817
394	1.984142117
395	1.980654372
396	1.978398756
397	1.97492653
398	1.972140578
399	1.969320165
400	1.966774529
401	1.965340566
402	1.963018623
403	1.962173882
404	1.9610998
405	1.959733923
406	1.957039741
407	1.952569952
408	1.950025258
409	1.945770223
410	1.943760345
411	1.941192941
412	1.939109925
413	1.934685781
414	1.93075664
415	1.928869146
416	1.926030654
417	1.92255664
418	1.918829028
419	1.916617379
420	1.913394187
421	1.909745288
422	1.907040357
423	1.903689128
424	1.901040622
425	1.900618381
426	1.8977277
427	1.894207636
428	1.890857929
429	1.890559628
430	1.887097482
431	1.884979094
432	1.882182075
433	1.879542077
434	1.877608861
435	1.874169262
436	1.871455151
437	1.868656303
438	1.868329059
439	1.865709236
440	1.863724866
441	1.861049968
442	1.860562171
443	1.856832675
444	1.853207706
445	1.851752526
446	1.850183107
447	1.8485571
448	1.847165593
449	1.844069771
450	1.840840203
451	1.836959228
452	1.833981493
453	1.831510048
454	1.829703928
455	1.828366954
456	1.824973721
457	1.82263734
458	1.819680407
459	1.81541083
460	1.813787837
461	1.810564158
462	1.80797883
463	1.807505181
464	1.804574391
465	1.801976162
466	1.798508783
467	1.795462489
468	1.794282019
469	1.791853762
470	1.791739813
471	1.789243034
472	1.787231472
473	1.783389778
474	1.781522399
475	1.778008335
476	1.77411582
477	1.77227932
478	1.771329018
479	1.768675819
480	1.766181721
481	1.764603663
482	1.762449784
483	1.759333733
484	1.756665413
485	1.755412443
486	1.753143896
487	1.751715405
488	1.749976253
489	1.748850514
490	1.745834771
491	1.743578136
492	1.741351959
493	1.738209718
494	1.736894152
495	1.734620782
496	1.73290777
497	1.730665715
498	1.726887956
499	1.725196496
500	1.722741189
501	1.72214256
502	1.719952323
503	1.718346103
504	1.716673743
505	1.714829708
506	1.712376313
507	1.710816692
508	1.709035284
509	1.706888127
510	1.706049798
511	1.704186036
512	1.704074717
513	1.702725586
514	1.700815136
515	1.69986851
516	1.69944901
517	1.698545391
518	1.697297275
519	1.695020367
520	1.694059528
521	1.692708097
522	1.690414858
523	1.690320737
524	1.689175328
525	1.688180267
526	1.688094647
527	1.685688734
528	1.683116107
529	1.682741239
530	1.680988084
531	1.678558425
532	1.67683759
533	1.675287527
534	1.673557472
535	1.671102418
536	1.669614573
537	1.668494482
538	1.666325877
539	1.66407594
540	1.662976141
541	1.662258261
542	1.661533784
543	1.65987124
544	1.658646898
545	1.657122464
546	1.655703358
547	1.654091215
548	1.652471739
549	1.650488428
550	1.650413265
551	1.649087286
552	1.647224351
553	1.645751115
554	1.643900633
555	1.642163113
556	1.640677379
557	1.63945324
558	1.638028025
559	1.636215138
560	1.636138129
561	1.634984133
562	1.633820301
563	1.632317245
564	1.630373139
565	1.629432242
566	1.626576506
567	1.624645124
568	1.624571392
569	1.622563425
570	1.622422207
571	1.621073498
572	1.620910831
573	1.619532416
574	1.617716421
575	1.616255775
576	1.615438863
577	1.613824161
578	1.611075242
579	1.609151009
580	1.606594976
581	1.605377261
582	1.605309187
583	1.604340935
584	1.604211253
585	1.602661785
586	1.601412926
587	1.601339831
588	1.598917198
589	1.597479522
590	1.596089635
591	1.594509733
592	1.592815345
593	1.590168344
594	1.588728679
595	1.58721161
596	1.586337344
597	1.584505664
598	1.583926297
599	1.582654367
600	1.580873959
601	1.578809962
602	1.577548194
603	1.575380987
604	1.574002264
605	1.571468132
606	1.56935804
607	1.567831532
608	1.566324856
609	1.564077457
610	1.562777541
611	1.561806135
612	1.560540674
613	1.558783621
614	1.557022613
615	1.555909911
616	1.554711957
617	1.553036753
618	1.551582332
619	1.549911973
620	1.549860478
621	1.547225457
622	1.546136198
623	1.543307143
624	1.541638022
625	1.539937493
626	1.538803787
627	1.537681174
628	1.535917849
629	1.534530232
630	1.534416081
631	1.532524129
632	1.530397525
633	1.528199637
634	1.527394226
635	1.526506828
636	1.524569952
637	1.524524752
638	1.522265339
639	1.52090186
640	1.519967439
