iter	RMSE
0	21.21858264
1	20.19368482
2	19.24450989
3	18.37306456
4	17.50064395
5	16.69564407
6	15.96196141
7	15.26734292
8	14.60962843
9	13.99469182
10	13.43101434
11	12.89992027
12	12.37758381
13	11.89980897
14	11.41412749
15	10.95204916
16	10.5494246
17	10.1578178
18	9.799603102
19	9.467484265
20	9.149914265
21	8.878862113
22	8.594733227
23	8.342078066
24	8.07926167
25	7.846922087
26	7.653144599
27	7.461491814
28	7.269484791
29	7.074193353
30	6.892373193
31	6.732445361
32	6.571291994
33	6.42647514
34	6.280432152
35	6.135482127
36	6.018293935
37	5.908044851
38	5.781479857
39	5.669088233
40	5.554659687
41	5.476089511
42	5.393800868
43	5.307947433
44	5.234955253
45	5.159937343
46	5.086022976
47	5.025845031
48	4.947954095
49	4.902020622
50	4.843890559
51	4.785073755
52	4.736697878
53	4.694467032
54	4.652564341
55	4.605671414
56	4.570831523
57	4.528985472
58	4.483050766
59	4.430954716
60	4.381879688
61	4.342058885
62	4.306061871
63	4.278044174
64	4.244498697
65	4.211068208
66	4.170001547
67	4.146086906
68	4.108228515
69	4.078915771
70	4.039868623
71	4.01558698
72	3.9789339
73	3.947058338
74	3.92778942
75	3.909667798
76	3.884385173
77	3.868862268
78	3.833264845
79	3.816236085
80	3.800594262
81	3.787963366
82	3.762103661
83	3.746347906
84	3.733132157
85	3.71891913
86	3.697320444
87	3.686490668
88	3.675849651
89	3.652628254
90	3.639873553
91	3.611097625
92	3.598708689
93	3.571370107
94	3.558963248
95	3.540557559
96	3.527737926
97	3.516261064
98	3.490218764
99	3.481041308
100	3.471364515
101	3.461036379
102	3.452238838
103	3.44327844
104	3.433286948
105	3.425046617
106	3.417315991
107	3.407680337
108	3.385169901
109	3.373947927
110	3.362607177
111	3.3505158
112	3.339262169
113	3.329714161
114	3.313082516
115	3.297780489
116	3.292685101
117	3.287148031
118	3.276876361
119	3.262967908
120	3.246269951
121	3.239952529
122	3.231063336
123	3.22006034
124	3.212721793
125	3.205205895
126	3.19876218
127	3.184503647
128	3.176777435
129	3.170671274
130	3.161575058
131	3.153271152
132	3.145634877
133	3.13637518
134	3.125100932
135	3.113909129
136	3.107009999
137	3.099508228
138	3.093385621
139	3.085172235
140	3.074665511
141	3.067167042
142	3.060852778
143	3.050932581
144	3.043184964
145	3.031893778
146	3.024721232
147	3.017498108
148	3.008899289
149	3.003474424
150	2.993901475
151	2.988868791
152	2.97498359
153	2.96569441
154	2.957469399
155	2.950203774
156	2.94303506
157	2.932494548
158	2.929377353
159	2.921395038
160	2.907977913
161	2.899928597
162	2.894340293
163	2.88718073
164	2.878722511
165	2.86967243
166	2.862692069
167	2.854455015
168	2.845447066
169	2.834516485
170	2.828807576
171	2.820748428
172	2.815780015
173	2.808875993
174	2.804046528
175	2.796480249
176	2.790213085
177	2.785186162
178	2.774669521
179	2.763432738
180	2.759293132
181	2.756934356
182	2.752503786
183	2.750098274
184	2.742131708
185	2.736880708
186	2.731165052
187	2.721790085
188	2.714947801
189	2.711471658
190	2.705143241
191	2.697359064
192	2.693449786
193	2.682851261
194	2.677952598
195	2.672189574
196	2.667672118
197	2.664088562
198	2.657209585
199	2.655300302
200	2.650096333
201	2.64605116
202	2.638140318
203	2.632807377
204	2.629559621
205	2.624065451
206	2.615438347
207	2.607107085
208	2.603125543
209	2.595739098
210	2.589826311
211	2.582661079
212	2.580099231
213	2.570925352
214	2.561497002
215	2.553298881
216	2.549192879
217	2.542019768
218	2.535304767
219	2.53369506
220	2.531654523
221	2.527803283
222	2.52250415
223	2.51971238
224	2.515249303
225	2.508931396
226	2.502523136
227	2.499846162
228	2.495503036
229	2.490735734
230	2.487272568
231	2.484779857
