iter	Passed	Remaining
0	2	2705
1	4	2483
2	7	2383
3	9	2286
4	11	2253
5	13	2206
6	15	2159
7	17	2142
8	19	2132
9	21	2161
10	23	2138
11	26	2166
12	28	2154
13	30	2131
14	32	2115
15	34	2115
16	38	2208
17	40	2198
18	45	2346
19	47	2328
20	49	2302
21	51	2282
22	53	2262
23	55	2265
24	57	2244
25	59	2232
26	61	2214
27	63	2195
28	65	2176
29	67	2168
30	68	2155
31	70	2147
32	75	2220
33	84	2403
34	86	2387
35	88	2372
36	90	2362
37	93	2355
38	95	2352
39	103	2479
40	107	2503
41	112	2557
42	116	2587
43	119	2600
44	121	2583
45	124	2581
46	126	2562
47	129	2571
48	131	2550
49	133	2539
50	135	2522
51	137	2506
52	144	2578
53	146	2564
54	148	2546
55	151	2550
56	153	2533
57	155	2518
58	156	2502
59	158	2487
60	160	2471
61	164	2482
62	169	2526
63	179	2618
64	181	2613
65	183	2600
66	185	2585
67	187	2573
68	189	2560
69	191	2548
70	202	2648
71	211	2731
72	213	2715
73	215	2698
74	224	2763
75	231	2816
76	233	2800
77	235	2783
78	240	2806
79	242	2792
80	244	2778
81	247	2774
82	252	2788
83	255	2786
84	257	2770
85	259	2755
86	261	2747
87	263	2733
88	265	2720
89	267	2705
90	271	2710
91	273	2697
92	275	2686
93	277	2674
94	283	2701
95	285	2690
96	287	2677
97	289	2664
98	291	2651
99	293	2639
100	294	2625
101	296	2612
102	298	2600
103	304	2623
104	306	2612
105	308	2600
106	310	2588
107	312	2577
108	313	2565
109	315	2554
110	317	2543
111	319	2532
112	321	2521
113	323	2511
114	324	2499
115	326	2489
116	328	2478
117	330	2470
118	332	2460
119	334	2450
120	335	2440
121	342	2468
122	350	2499
123	352	2490
124	354	2481
125	362	2517
126	371	2551
127	377	2570
128	379	2560
129	380	2549
130	382	2539
131	384	2529
132	386	2520
133	388	2510
134	390	2500
135	392	2494
136	394	2485
137	397	2484
138	399	2476
139	401	2467
140	403	2459
141	405	2451
142	407	2443
143	418	2490
144	424	2500
145	425	2491
146	427	2482
147	429	2475
148	432	2467
149	433	2458
150	435	2450
151	437	2442
152	439	2434
153	446	2450
154	448	2442
155	452	2445
156	453	2436
157	458	2441
158	461	2442
159	463	2434
160	465	2426
161	467	2419
162	469	2411
163	471	2403
164	473	2396
165	477	2400
166	479	2392
167	481	2385
168	483	2377
169	485	2370
170	487	2363
171	497	2392
172	499	2389
173	502	2384
174	504	2377
175	507	2376
176	509	2368
177	511	2360
178	512	2352
179	514	2345
180	516	2337
181	518	2330
182	520	2322
183	522	2314
184	526	2319
185	528	2312
186	534	2322
187	535	2314
188	538	2309
189	541	2309
190	543	2302
191	554	2332
192	555	2324
193	558	2320
194	560	2313
195	562	2306
196	563	2298
197	565	2291
198	567	2286
199	569	2278
200	575	2287
201	581	2296
202	583	2289
203	586	2288
204	588	2281
205	589	2273
206	591	2266
207	593	2259
208	597	2263
209	602	2266
210	604	2260
211	609	2266
212	611	2260
213	614	2255
214	616	2249
215	619	2247
216	621	2241
217	628	2255
218	633	2259
219	635	2253
220	637	2246
221	639	2241
222	641	2236
223	643	2229
224	649	2237
225	652	2233
226	661	2251
227	666	2258
228	668	2251
229	670	2245
230	679	2260
231	681	2254
232	685	2256
233	687	2249
234	689	2243
235	691	2238
236	693	2232
237	695	2226
238	697	2220
239	700	2217
240	702	2211
241	704	2205
242	707	2204
243	709	2198
244	711	2192
245	713	2186
246	715	2180
247	718	2178
248	720	2172
249	722	2166
250	724	2160
251	726	2155
252	727	2149
253	729	2143
254	736	2150
255	738	2144
256	739	2139
257	746	2147
258	748	2141
259	750	2135
260	752	2129
261	757	2133
262	764	2141
263	770	2148
264	776	2154
265	784	2164
266	791	2174
267	793	2168
268	796	2163
269	797	2157
270	799	2151
271	802	2148
272	804	2141
273	811	2151
274	813	2145
275	819	2150
276	825	2154
277	832	2162
278	834	2156
279	836	2150
280	838	2144
281	845	2151
282	846	2145
283	848	2139
284	854	2144
285	862	2153
286	864	2148
287	866	2142
288	868	2136
289	870	2130
290	872	2125
291	874	2119
292	876	2115
293	878	2109
294	880	2104
295	882	2098
296	884	2094
297	892	2102
298	901	2112
299	903	2107
300	911	2115
301	912	2109
302	918	2112
303	920	2106
304	922	2100
