iter	RMSE
0	21.63523159
1	20.93153498
2	20.35681124
3	19.82047631
4	19.29569366
5	18.80211149
6	18.28867876
7	17.93720889
8	17.52850348
9	17.17983129
10	16.80777489
11	16.45801107
12	16.15384531
13	15.85080294
14	15.60731535
15	15.39768069
16	15.18427034
17	14.96940157
18	14.80066777
19	14.65557595
20	14.49406186
21	14.31118078
22	14.14692965
23	13.98581646
24	13.83222321
25	13.68892412
26	13.57080883
27	13.47819565
28	13.34810527
29	13.25781312
30	13.1485841
31	13.06384133
32	12.96724493
33	12.8865569
34	12.79293555
35	12.70832969
36	12.65493239
37	12.57790873
38	12.52599978
39	12.45325843
40	12.36957494
41	12.30545999
42	12.23630054
43	12.18688944
44	12.12154855
45	12.06948905
46	12.01134376
47	11.96717712
48	11.92250091
49	11.86972508
50	11.81515484
51	11.77014972
52	11.71874396
53	11.66736216
54	11.62667952
55	11.59352474
56	11.55633078
57	11.51656826
58	11.48501796
59	11.44318137
60	11.41769186
61	11.38486206
62	11.35510992
63	11.33068757
64	11.30788653
65	11.28307007
66	11.26005278
67	11.23251265
68	11.20115249
69	11.18370644
70	11.1475443
71	11.11223472
72	11.08499751
73	11.05544308
74	11.02058595
75	10.99173566
76	10.95827159
77	10.93979502
78	10.92281067
79	10.89140695
80	10.86596465
81	10.85048593
82	10.82696168
83	10.79736663
84	10.77477148
85	10.75397091
86	10.73086722
87	10.68385624
88	10.65017598
89	10.63189855
90	10.60384751
91	10.58937563
92	10.5720147
93	10.55527466
94	10.52961868
95	10.50680489
96	10.47562479
97	10.46033257
98	10.4379964
99	10.42985105
100	10.41568812
101	10.37358324
102	10.35303588
103	10.32934776
104	10.31554275
105	10.30297978
106	10.28346526
107	10.26595942
108	10.2327721
109	10.20444125
110	10.18985674
111	10.16631318
112	10.14394144
113	10.12699174
114	10.1139963
115	10.07640988
116	10.06145956
117	10.04612036
118	10.03117935
119	10.02010855
120	9.999594588
121	9.980617295
122	9.961565394
123	9.945686579
124	9.931414146
125	9.904623382
126	9.894398375
127	9.876994349
128	9.844675104
129	9.824894242
130	9.803406083
131	9.782122473
132	9.762003028
133	9.741538841
134	9.717869202
135	9.705843724
136	9.69503393
137	9.681589301
138	9.661703842
139	9.647032874
140	9.619830214
141	9.595996805
142	9.582789784
143	9.56967153
144	9.543456442
145	9.529504927
146	9.513941891
147	9.502807441
148	9.483449444
149	9.467889412
150	9.443937667
151	9.414700864
152	9.399322638
153	9.374063115
154	9.35737301
155	9.331952384
156	9.320209851
157	9.295389769
158	9.279199907
159	9.253343138
160	9.223805579
161	9.209165876
162	9.195556919
163	9.178963767
164	9.159435629
165	9.146625918
166	9.128125164
167	9.112937925
168	9.099116611
169	9.089105785
170	9.081051844
171	9.063532264
172	9.04685673
173	9.034474418
174	9.017942283
175	8.997893254
176	8.992870525
177	8.975342456
178	8.965445921
179	8.944092764
180	8.936633433
181	8.920245868
182	8.904243881
183	8.88434491
184	8.8656012
185	8.852207472
186	8.847546801
187	8.830133705
188	8.819025641
189	8.798201251
190	8.785252243
191	8.763344667
192	8.750236173
193	8.738774389
194	8.735277861
195	8.731010093
196	8.721109929
197	8.717097252
198	8.700358722
199	8.68342289
200	8.663596236
201	8.652104559
202	8.630711688
203	8.620392043
204	8.605495375
205	8.593548461
206	8.581601602
207	8.564834451
208	8.55158556
209	8.527614953
210	8.507229313
211	8.49384808
212	8.482962932
213	8.468277495
214	8.464493995
215	8.449401873
216	8.439267022
217	8.433467068
218	8.429616645
219	8.420760943
220	8.405556222
221	8.389767556
222	8.375641201
223	8.35610216
224	8.341965071
225	8.338531979
226	8.324467129
227	8.310030064
228	8.296302595
229	8.289238167
230	8.2758432
231	8.256589593
232	8.243539703
233	8.230141535
234	8.212269536
235	8.19455194
236	8.192405979
237	8.17967094
238	8.157125825
239	8.142319874
240	8.125484907
241	8.122131067
242	8.110073783
243	8.09205158
244	8.06992517
245	8.054451129
246	8.040542314
247	8.031084682
248	8.018578286
249	8.005566657
250	7.992334844
251	7.98161176
252	7.966214099
253	7.954975333
254	7.944088206
255	7.927140311
256	7.913234353
257	7.901220661
258	7.89757184
259	7.885144532
260	7.872303336
261	7.858679951
262	7.850027237
263	7.83849338
264	7.828116305
265	7.817854528
266	7.80472492
267	7.79176535
268	7.785313263
269	7.770491553
270	7.760881679
271	7.74607586
272	7.733844515
273	7.723595778
274	7.716855663
275	7.706579638
276	7.694392357
277	7.684493156
278	7.67285262
279	7.670673989
280	7.654301658
281	7.645520374
282	7.643799092
283	7.630557192
284	7.622407029
285	7.612007797
286	7.602526799
287	7.590891891
288	7.58925069
289	7.580426635
290	7.574447859
291	7.55799874
292	7.549753922
293	7.536278808
294	7.527289194
295	7.519919887
296	7.506204867
297	7.497476748
298	7.489605189
299	7.48364132
300	7.47443097
301	7.463030394
302	7.452844288
303	7.446338182
304	7.436582686
305	7.421782961
306	7.420406184
307	7.408739557
308	7.404795063
309	7.394198111
310	7.389177979
311	7.374811643
312	7.370592701
313	7.359166359
314	7.355885104
315	7.35035282
316	7.344697508
317	7.337894973
318	7.327033367
319	7.320966586
320	7.309931984
321	7.301590004
322	7.29273358
323	7.280252026
324	7.27888145
325	7.270667887
326	7.259193429
327	7.248334735
328	7.243796926
329	7.230813211
330	7.210701094
331	7.20747974
332	7.199363036
333	7.192273356
334	7.186981825
335	7.185657785
336	7.179566167
337	7.167067021
338	7.160062593
339	7.148462225
340	7.140091865
341	7.131562356
342	7.124779929
343	7.117041663
344	7.109926302
345	7.097546442
346	7.092594763
347	7.085562069
348	7.076328951
349	7.068657605
350	7.059381195
351	7.050589822
352	7.043752314
353	7.035806781
354	7.034597
355	7.02951345
356	7.022833239
357	7.015340521
358	7.001503069
359	6.990986852
360	6.989705981
361	6.986662317
362	6.980738403
363	6.975408892
364	6.968912249
365	6.959485618
366	6.958350046
367	6.954248764
368	6.95330705
369	6.946218997
370	6.937067667
371	6.929474585
372	6.923326472
373	6.922383359
374	6.915530294
375	6.914572154
376	6.90509794
377	6.898620997
378	6.897676
379	6.896873992
380	6.893260204
381	6.890750703
382	6.884167083
383	6.875511064
384	6.868423653
385	6.85917115
386	6.849134734
387	6.848163934
388	6.84205859
389	6.833696701
390	6.830540388
391	6.822875353
392	6.813508647
393	6.809317828
394	6.803051082
395	6.795274003
396	6.789409835
397	6.784951316
398	6.783907394
399	6.780242765
400	6.770788831
401	6.767200775
402	6.761849402
403	6.761028612
404	6.751243969
405	6.750258124
406	6.73972833
407	6.732031892
408	6.731175791
