iter	Passed	Remaining
0	10	10392
1	17	8618
2	23	7744
3	28	7168
4	33	6616
5	41	6823
6	47	6788
7	57	7142
8	65	7197
9	71	7073
10	75	6796
11	82	6778
12	86	6573
13	93	6577
14	99	6519
15	104	6412
16	108	6283
17	113	6169
18	119	6183
19	123	6075
20	128	5982
21	135	6045
22	140	5978
23	145	5906
24	151	5894
25	162	6103
26	167	6027
27	172	5979
28	176	5907
29	183	5924
30	188	5900
31	193	5845
32	197	5792
33	201	5736
34	206	5698
35	212	5689
36	219	5709
37	224	5674
38	234	5772
39	242	5828
40	247	5792
41	251	5746
42	256	5705
43	260	5662
44	265	5634
45	269	5579
46	273	5555
47	279	5547
48	284	5514
49	288	5485
50	296	5520
51	304	5552
52	309	5522
53	317	5566
54	322	5533
55	326	5503
56	331	5477
57	340	5535
58	346	5521
59	353	5537
60	357	5508
61	362	5479
62	366	5448
63	370	5425
64	375	5399
65	379	5370
66	385	5364
67	389	5337
68	394	5329
69	401	5338
70	410	5369
71	414	5346
72	419	5330
73	425	5328
74	430	5304
75	434	5280
76	439	5262
77	451	5338
78	459	5354
79	464	5347
80	470	5338
81	474	5317
82	479	5292
83	483	5271
84	494	5324
85	499	5306
86	504	5291
87	508	5271
88	514	5266
89	519	5247
90	523	5227
91	527	5208
92	537	5243
93	545	5261
94	553	5273
95	563	5302
96	572	5330
97	577	5314
98	590	5376
99	596	5369
100	600	5349
101	605	5333
102	610	5314
103	614	5295
104	624	5319
105	633	5341
106	646	5399
107	664	5491
108	672	5495
109	677	5477
110	685	5487
111	689	5469
112	694	5449
113	698	5432
114	703	5413
115	707	5394
116	712	5376
117	720	5382
118	724	5362
119	728	5343
120	734	5334
121	741	5334
122	745	5316
123	750	5299
124	754	5281
125	758	5262
126	763	5249
127	769	5240
128	773	5222
129	777	5204
130	781	5187
131	786	5171
132	791	5159
133	796	5147
134	800	5131
135	805	5119
136	811	5110
137	815	5093
138	819	5076
139	823	5060
140	828	5044
141	835	5050
142	840	5035
143	844	5020
144	849	5008
145	853	4992
146	857	4976
147	861	4961
148	866	4948
149	870	4934
150	874	4918
151	879	4908
152	883	4893
153	888	4881
154	892	4867
155	900	4871
156	904	4857
157	909	4846
158	913	4834
159	918	4820
160	924	4818
161	928	4804
162	933	4791
163	937	4777
164	941	4765
165	945	4752
166	950	4738
167	954	4729
168	959	4717
169	963	4705
170	969	4700
171	973	4687
172	977	4675
