iter	RMSE
0	21.66263543
1	21.04226992
2	20.47215976
3	19.90535439
4	19.31616778
5	18.87360997
6	18.41511511
7	17.99635334
8	17.60652818
9	17.25057808
10	16.86440046
11	16.53264836
12	16.22593527
13	15.95985791
14	15.68543062
15	15.42767906
16	15.20598983
17	14.96619872
18	14.75794328
19	14.58709913
20	14.3836438
21	14.23633284
22	14.09298933
23	13.94208659
24	13.81011522
25	13.67075844
26	13.52982602
27	13.40675008
28	13.31835334
29	13.23637208
30	13.14188565
31	13.03813583
32	12.93363663
33	12.83757035
34	12.75505272
35	12.67672508
36	12.59276115
37	12.53701647
38	12.46962449
39	12.41137702
40	12.33067139
41	12.26730418
42	12.20159431
43	12.1375717
44	12.09734619
45	12.06180165
46	12.00201375
47	11.95456449
48	11.90358581
49	11.8609434
50	11.80853836
51	11.77813796
52	11.73303222
53	11.69279867
54	11.66332659
55	11.63045395
56	11.59810118
57	11.56457281
58	11.52500823
59	11.50842066
60	11.48432846
61	11.44705778
62	11.41379511
63	11.37587886
64	11.34817869
65	11.32136019
66	11.28354687
67	11.24532599
68	11.21181111
69	11.17890277
70	11.14153182
71	11.11158384
72	11.08580174
73	11.05240409
74	11.01083219
75	10.97416148
76	10.94748858
77	10.92801156
78	10.90732218
79	10.87941763
80	10.85173362
81	10.82198209
82	10.78718036
83	10.77390841
84	10.75951703
85	10.73279127
86	10.71217381
87	10.69043566
88	10.66704514
89	10.64983408
90	10.62240571
91	10.59934067
92	10.57750554
93	10.55642728
94	10.53765025
95	10.50224689
96	10.48271794
97	10.46621566
98	10.44855587
99	10.4236078
100	10.4098813
101	10.37768089
102	10.35494062
103	10.32785663
104	10.30726777
105	10.27952607
106	10.26665183
107	10.24765803
108	10.23476785
109	10.21781295
110	10.20116685
111	10.18320752
112	10.15601993
113	10.14300676
114	10.12432479
115	10.11120762
116	10.09734491
117	10.07640169
118	10.05690098
119	10.04526061
120	10.02802084
121	10.01451467
122	9.99213891
123	9.963018118
124	9.94317234
125	9.929794419
126	9.916452075
127	9.882402072
128	9.864129201
129	9.837021515
130	9.820059041
131	9.800614848
132	9.774951684
133	9.753143372
134	9.736491882
135	9.724823139
136	9.71197083
137	9.678582676
138	9.651364799
139	9.638357536
140	9.619309287
141	9.596981819
142	9.581433355
143	9.562416655
144	9.544840298
145	9.527098794
146	9.512520435
147	9.501207454
148	9.474436031
149	9.459602534
150	9.43417425
151	9.41157732
152	9.389920715
153	9.382295745
154	9.359382986
155	9.338358488
156	9.324897464
157	9.314692904
158	9.298018544
159	9.291948389
160	9.265739757
161	9.248771148
162	9.226880794
163	9.206211818
164	9.183504264
165	9.165367347
166	9.141414367
167	9.134073071
168	9.121114243
169	9.096707314
170	9.080328143
171	9.058912743
172	9.044539753
173	9.033064083
174	9.009683034
175	8.99216971
176	8.976965465
177	8.961548113
178	8.95486395
179	8.94485712
180	8.939121649
181	8.919108974
182	8.905380774
183	8.883082432
184	8.879240345
185	8.864345125
186	8.857259929
187	8.845128952
188	8.827813578
189	8.800252352
190	8.780037529
191	8.760119781
192	8.7468106
193	8.735461965
194	8.72319461
195	8.706263
196	8.687879107
197	8.67580068
198	8.661763223
199	8.643635628
200	8.62769014
201	8.61171197
202	8.597643178
203	8.576512508
204	8.560151765
205	8.549045189
206	8.54055039
207	8.524064333
208	8.506095899
209	8.497426891
210	8.481617367
211	8.477928224
212	8.468558145
213	8.457584211
214	8.44801688
215	8.434493913
216	8.431264556
217	8.413827632
218	8.411112976
219	8.407486152
220	8.384279595
221	8.365149893
222	8.352438533
223	8.335180378
224	8.322126165
225	8.319082376
226	8.304045335
227	8.295431926
228	8.284771304
229	8.273018475
230	8.25791882
231	8.243284129
232	8.237717008
233	8.232627813
234	8.230575705
235	8.218629141
236	8.207576306
237	8.190456099
238	8.178016905
239	8.166556093
240	8.152796197
241	8.14187124
242	8.1303245
243	8.118210507
244	8.10252054
245	8.09983045
246	8.090959702
247	8.084229525
248	8.0713623
249	8.058124839
250	8.04843018
251	8.037590028
252	8.027477156
253	8.015633518
254	8.00620237
