iter	Passed	Remaining
0	5	5700
1	8	4305
2	11	3892
3	18	4637
4	22	4448
5	26	4438
6	32	4607
7	35	4427
8	41	4616
9	44	4430
10	48	4347
11	56	4652
12	59	4508
13	62	4380
14	66	4353
15	70	4330
16	75	4390
17	82	4491
18	90	4671
19	93	4591
20	99	4654
21	102	4565
22	106	4517
23	112	4584
24	118	4635
25	125	4700
26	129	4668
27	132	4593
28	135	4529
29	142	4616
30	148	4638
31	151	4574
32	154	4526
33	159	4536
34	168	4659
35	175	4711
36	183	4779
37	186	4720
38	198	4893
39	201	4833
40	206	4833
41	209	4776
42	212	4729
43	215	4676
44	223	4742
45	228	4730
46	230	4678
47	237	4716
48	247	4807
49	250	4760
50	253	4715
51	256	4676
52	259	4635
53	263	4615
54	266	4574
55	269	4538
56	273	4526
57	276	4489
58	279	4452
59	282	4418
60	284	4383
61	287	4349
62	290	4320
63	294	4300
64	297	4284
65	300	4255
66	303	4226
67	306	4198
68	309	4172
69	312	4151
70	315	4128
71	319	4123
72	323	4102
73	325	4077
74	328	4054
75	331	4033
76	334	4009
77	337	3987
78	339	3963
79	342	3940
80	345	3919
81	348	3897
82	350	3877
83	354	3860
84	356	3842
85	362	3854
86	370	3883
87	374	3882
88	385	3942
89	388	3928
90	391	3908
91	394	3893
92	397	3873
93	399	3853
94	403	3842
95	410	3862
96	415	3872
97	419	3862
98	422	3845
99	425	3828
100	431	3840
101	439	3866
102	446	3885
103	449	3870
104	452	3853
105	454	3836
106	457	3819
107	462	3821
108	466	3809
109	468	3792
110	472	3781
111	475	3768
112	478	3754
113	481	3739
114	484	3725
115	486	3710
116	489	3697
117	493	3687
118	499	3700
119	504	3702
120	511	3718
121	518	3729
122	524	3738
123	527	3729
124	533	3734
125	536	3722
126	539	3708
127	543	3705
128	552	3731
129	558	3737
130	561	3726
131	564	3712
132	567	3699
133	570	3686
134	573	3674
135	576	3661
136	579	3648
137	581	3634
138	585	3624
139	588	3612
140	590	3599
