iter	Passed	Remaining
0	6	6643
1	10	5475
2	16	5527
3	20	5153
4	24	4945
5	29	4811
6	33	4806
7	39	4896
8	51	5643
9	55	5509
10	59	5374
11	64	5276
12	66	5012
13	70	4966
14	74	4922
15	79	4868
16	84	4881
17	88	4838
18	92	4796
19	96	4746
20	101	4722
21	105	4707
22	110	4681
23	114	4671
24	119	4648
25	123	4620
26	128	4617
27	132	4590
28	136	4571
29	140	4547
30	144	4524
31	150	4557
32	154	4537
33	160	4550
34	165	4552
35	169	4548
36	177	4621
37	182	4618
38	186	4599
39	190	4576
40	196	4597
41	201	4586
42	205	4570
43	209	4558
44	214	4555
45	218	4539
46	222	4520
47	227	4503
48	236	4596
49	241	4585
50	245	4572
51	250	4565
52	252	4520
53	257	4507
54	262	4503
55	270	4553
56	283	4691
57	287	4673
58	291	4655
59	296	4641
60	301	4640
61	305	4621
62	309	4605
63	314	4593
64	320	4611
65	324	4593
66	329	4590
67	334	4582
68	338	4566
69	342	4551
70	348	4555
71	352	4540
72	366	4658
73	374	4689
74	382	4715
75	386	4702
76	391	4688
77	398	4706
78	403	4707
79	407	4691
80	412	4682
81	418	4679
82	423	4677
83	428	4670
84	433	4663
85	437	4646
86	443	4649
87	447	4639
88	451	4622
89	456	4610
90	461	4606
91	468	4628
92	476	4645
93	480	4630
94	484	4619
95	491	4625
96	499	4653
97	505	4655
98	510	4648
99	515	4638
100	520	4630
101	525	4622
102	532	4633
103	536	4620
104	541	4619
105	547	4618
106	552	4611
107	556	4598
108	561	4587
109	565	4577
110	575	4612
111	584	4633
112	596	4679
113	600	4666
114	604	4653
115	609	4643
116	616	4653
117	624	4666
118	629	4657
119	634	4649
120	638	4639
121	642	4625
122	654	4665
123	662	4683
124	673	4713
125	684	4746
126	695	4782
127	707	4818
128	715	4830
129	723	4842
130	728	4831
131	733	4821
132	741	4833
133	748	4836
134	753	4830
135	758	4817
136	762	4803
137	767	4795
138	771	4780
139	779	4790
140	784	4777
141	788	4766
142	794	4760
143	798	4746
144	804	4742
145	808	4730
146	812	4716
147	817	4703
148	821	4690
149	825	4677
150	829	4664
151	834	4654
152	838	4641
153	842	4628
154	846	4615
155	850	4603
156	856	4598
157	860	4586
158	864	4574
159	869	4562
160	873	4551
161	877	4539
162	887	4555
163	894	4559
164	899	4550
165	903	4540
166	908	4529
167	915	4535
168	922	4535
169	929	4538
170	935	4533
171	939	4521
172	952	4551
173	961	4563
174	971	4578
175	977	4576
176	985	4584
177	991	4576
178	998	4581
179	1003	4569
180	1009	4569
181	1013	4556
182	1018	4546
183	1022	4534
184	1026	4523
185	1030	4512
186	1039	4519
187	1053	4548
188	1063	4561
189	1071	4569
190	1080	4576
191	1088	4582
192	1101	4604
193	1110	4615
194	1119	4622
195	1129	4635
196	1140	4649
197	1149	4657
198	1156	4655
199	1160	4642
200	1164	4630
201	1169	4619
202	1173	4608
203	1179	4602
204	1186	4602
205	1196	4612
206	1203	4611
207	1210	4609
208	1218	4612
209	1224	4606
210	1230	4602
211	1235	4593
212	1242	4590
213	1247	4581
214	1257	4590
215	1262	4582
216	1267	4572
217	1274	4571
218	1285	4584
219	1291	4577
220	1300	4583
221	1309	4590
222	1319	4598
223	1327	4597
224	1335	4599
225	1344	4602
226	1357	4621
227	1366	4626
228	1373	4624
229	1379	4619
230	1384	4607
231	1388	4595
232	1392	4582
233	1398	4579
234	1403	4568
235	1407	4556
236	1415	4555
237	1424	4559
238	1429	4550
239	1436	4547
240	1446	4557
241	1456	4561
242	1469	4576
243	1474	4568
244	1478	4557
245	1483	4545
246	1490	4543
247	1494	4532
248	1499	4523
249	1504	4512
250	1508	4500
251	1512	4489
252	1516	4478
253	1521	4467
254	1529	4468
255	1533	4457
256	1538	4446
257	1546	4447
258	1554	4448
259	1563	4449
260	1569	4443
261	1573	4432
262	1581	4431
263	1585	4421
264	1590	4410
265	1594	4399
266	1598	4388
267	1602	4378
268	1606	4366
269	1613	4362
270	1617	4351
271	1625	4350
272	1633	4349
273	1643	4354
274	1650	4350
275	1654	4339
276	1659	4332
277	1664	4322
278	1668	4311
279	1672	4300
280	1676	4290
281	1680	4279
282	1685	4271
283	1690	4262
284	1695	4253
285	1700	4244
286	1704	4234
287	1708	4223
288	1717	4225
289	1721	4215
290	1725	4205
291	1730	4195
292	1734	4185
293	1739	4177
294	1743	4167
295	1749	4161
296	1758	4161
297	1762	4151
298	1766	4142
299	1770	4132
300	1775	4122
301	1779	4112
302	1783	4102
303	1792	4103
304	1798	4097
305	1802	4088
306	1806	4078
307	1810	4068
308	1815	4058
309	1823	4058
310	1831	4057
311	1836	4050
312	1841	4040
313	1848	4037
314	1857	4038
315	1864	4034
316	1870	4029
317	1874	4020
318	1878	4010
319	1883	4001
320	1887	3992
321	1891	3982
322	1896	3974
323	1900	3965
324	1905	3957
325	1910	3949
326	1915	3942
327	1920	3934
328	1924	3925
329	1940	3938
330	1946	3933
331	1950	3924
332	1954	3914
333	1959	3907
334	1964	3900
335	1971	3895
336	1977	3890
337	1981	3881
338	1986	3872
339	1995	3874
340	2006	3877
341	2013	3874
342	2019	3867
343	2025	3861
344	2030	3854
345	2037	3851
346	2041	3842
347	2045	3833
348	2050	3824
349	2054	3815
350	2058	3806
351	2063	3797
352	2067	3789
353	2076	3789
354	2088	3794
355	2095	3790
356	2101	3784
357	2110	3784
358	2120	3787
359	2125	3778
360	2129	3769
361	2134	3761
362	2138	3752
363	2142	3743
364	2151	3742
365	2157	3738
366	2163	3731
367	2168	3723
368	2172	3714
369	2176	3706
370	2180	3697
371	2184	3688
372	2189	3679
373	2193	3670
374	2197	3661
375	2203	3656
376	2210	3653
377	2217	3649
378	2222	3641
379	2226	3633
380	2231	3625
381	2238	3621
382	2244	3615
383	2253	3615
384	2258	3608
385	2263	3600
386	2269	3594
387	2273	3585
388	2277	3576
389	2285	3575
390	2291	3568
391	2295	3559
392	2301	3554
393	2308	3550
394	2312	3542
395	2317	3534
396	2321	3526
397	2325	3517
398	2329	3509
399	2334	3501
400	2338	3492
401	2342	3484
402	2346	3476
403	2355	3474
404	2359	3466
405	2364	3458
406	2375	3461
407	2382	3456
408	2387	3450
409	2391	3441
410	2397	3435
411	2401	3427
412	2407	3422
413	2413	3415
414	2419	3411
415	2426	3406
416	2435	3405
417	2440	3398
418	2446	3392
419	2451	3385
420	2456	3378
421	2460	3370
422	2465	3362
423	2468	3353
424	2473	3346
425	2477	3338
426	2483	3332
427	2487	3324
428	2494	3320
429	2498	3312
430	2503	3304
431	2507	3296
432	2511	3288
433	2515	3280
434	2519	3273
435	2524	3265
436	2528	3257
437	2536	3254
438	2540	3246
439	2547	3241
440	2551	3234
441	2557	3229
442	2564	3224
443	2569	3217
444	2574	3211
445	2578	3203
446	2583	3195
447	2587	3187
448	2592	3181
449	2597	3175
450	2602	3167
451	2608	3162
452	2616	3159
453	2620	3151
454	2625	3144
455	2629	3137
456	2634	3129
457	2638	3122
458	2642	3114
459	2646	3107
460	2650	3099
461	2655	3091
462	2660	3085
463	2664	3077
464	2668	3070
465	2675	3065
466	2679	3058
467	2683	3050
468	2688	3044
469	2693	3037
470	2697	3030
471	2702	3022
472	2706	3015
473	2711	3008
474	2715	3001
475	2719	2994
476	2723	2986
477	2728	2979
478	2732	2972
479	2737	2965
480	2742	2958
481	2746	2951
482	2751	2945
483	2755	2937
484	2759	2930
485	2764	2923
486	2768	2916
487	2772	2909
488	2776	2901
489	2781	2895
490	2785	2887
491	2789	2880
492	2794	2873
493	2799	2867
494	2803	2860
495	2807	2853
496	2811	2845
497	2816	2838
498	2820	2831
499	2824	2824
500	2828	2817
501	2833	2811
502	2839	2805
503	2849	2804
504	2854	2797
505	2859	2791
506	2863	2784
507	2868	2778
508	2873	2771
509	2878	2765
510	2882	2758
511	2893	2758
512	2898	2751
513	2905	2746
514	2909	2739
515	2913	2732
