iter	Passed	Remaining
0	3	3196
1	5	2935
2	8	2835
3	16	4231
4	21	4276
5	27	4511
6	29	4211
7	36	4564
8	42	4716
9	51	5056
10	54	4936
11	57	4732
12	60	4560
13	62	4414
14	65	4322
15	68	4235
16	72	4191
17	77	4231
18	80	4144
19	84	4155
20	92	4329
21	102	4574
22	107	4562
23	110	4513
24	115	4488
25	118	4450
26	121	4395
27	125	4347
28	127	4281
29	132	4272
30	136	4265
31	144	4357
32	150	4420
33	154	4381
34	161	4457
35	169	4548
36	175	4578
37	181	4597
38	184	4537
39	186	4484
40	190	4457
41	195	4450
42	198	4427
43	202	4395
44	205	4352
45	208	4324
46	213	4335
47	217	4310
48	220	4274
49	223	4249
50	226	4221
51	230	4201
52	233	4173
53	239	4198
54	242	4168
55	248	4193
56	251	4157
57	255	4154
58	261	4172
59	264	4139
60	267	4119
61	270	4089
62	275	4101
63	278	4071
64	284	4099
65	290	4117
66	303	4227
67	310	4254
68	320	4320
69	330	4393
70	333	4363
71	340	4395
72	346	4396
73	354	4434
74	358	4425
75	362	4405
76	364	4373
77	369	4362
78	371	4334
79	374	4305
80	377	4287
81	380	4257
82	383	4234
83	390	4257
84	393	4234
85	395	4207
86	398	4184
87	401	4157
88	403	4133
89	406	4113
90	409	4088
91	414	4086
92	416	4064
93	420	4054
94	423	4030
95	426	4014
96	428	3992
97	431	3973
98	434	3951
99	436	3928
100	441	3931
101	451	3972
102	458	3996
103	461	3979
104	464	3959
105	470	3965
106	472	3945
107	475	3926
108	477	3905
109	481	3896
110	484	3877
111	490	3890
112	493	3872
113	495	3852
114	498	3835
115	500	3817
116	504	3803
117	508	3798
118	516	3827
119	519	3812
120	522	3794
121	524	3777
122	527	3760
123	529	3743
124	534	3739
125	538	3734
126	540	3718
127	544	3711
128	547	3695
129	553	3706
130	557	3697
131	560	3684
132	562	3670
133	566	3660
134	569	3646
135	573	3642
136	576	3629
137	581	3630
138	588	3648
139	592	3639
140	595	3625
141	599	3625
142	608	3646
143	611	3632
144	615	3628
145	624	3654
146	627	3639
147	630	3629
148	634	3625
149	637	3611
150	641	3605
151	643	3592
152	646	3578
153	649	3567
154	656	3579
155	659	3566
156	662	3556
157	664	3543
158	668	3537
159	671	3524
160	673	3512
161	676	3499
162	679	3486
163	681	3473
164	684	3461
165	691	3473
166	693	3461
167	696	3450
168	700	3444
169	708	3458
170	717	3479
171	721	3472
172	724	3463
173	729	3463
174	735	3467
175	739	3464
176	747	3474
177	749	3462
178	753	3454
179	755	3442
180	758	3430
181	760	3418
182	762	3406
183	765	3393
